Food,Ingredient,Origin
Sapit,Sucrose,Brunei
Sapit,Coconut_milk,Brunei
Sapit,Cooking_oil,Brunei
Sapit,Egg_(food),Brunei
Sapit,Wheat_flour,Brunei
Crempog,Butter,Wales
Crempog,Flour,Wales
Crempog,Milk,Wales
Crempog,Salt,Wales
Crempog,Egg_(food),Wales
Butter_pie,Butter,England
Butter_pie,Onion,England
Butter_pie,Potato,England
Figgy_duff_(pudding),Butter,Canada
Figgy_duff_(pudding),Flour,Canada
Figgy_duff_(pudding),Molasses,Canada
Figgy_duff_(pudding),Sugar,Canada
Figgy_duff_(pudding),Raisin,Canada
Pebete,Mayonnaise,Argentina
Pebete,Cheese,Argentina
Pebete,Bun,Argentina
Pebete,Tomato,Argentina
Pebete,Curing_(food_preservation),Argentina
Churchkhela,Flour,Georgia_(country)
Churchkhela,Must,Georgia_(country)
Churchkhela,Nut_(fruit),Georgia_(country)
Black_sesame_soup,Sugar,China
Black_sesame_soup,Tangyuan_(food),China
Black_sesame_soup,Sesame,China
Partan_bree,Crab,Scotland
Partan_bree,Cream,Scotland
Partan_bree,Milk,Scotland
Partan_bree,Rice,Scotland
Partan_bree,Stock_(food),Scotland
Chocolate_sandwich,Chocolate,Scotland
Chocolate_sandwich,Bread,Scotland
Jin_deui,Glutinous_rice,Tang_dynasty
Leek_soup,Cream,Wales
Leek_soup,Potato,Wales
Leek_soup,Broth,Wales
Leek_soup,Leek,Wales
Bakarkhani,Dough,Bangladesh
Bakarkhani,Ghee,Bangladesh
Bauru_(sandwich),Roast_beef,Brazil
Bauru_(sandwich),Cheese,Brazil
Bauru_(sandwich),Bun,Brazil
Bauru_(sandwich),Tomato,Brazil
Bauru_(sandwich),Pickled_cucumber,Brazil
Chancaca,Honey,Bolivia
Chancaca,Sugar,Bolivia
Chancaca,Zest_(ingredient),Bolivia
Chancaca,Honey,Chile
Chancaca,Sugar,Chile
Chancaca,Zest_(ingredient),Chile
Chao_hong_guo,Crataegus_pinnatifida,China
Coconut_rice,Coconut,Burma
Coconut_rice,Rice,Burma
Kai_kou_xiao,Flour,China
Kai_kou_xiao,Peanut_oil,China
Kai_kou_xiao,Maltose,China
Kai_kou_xiao,Sodium_bicarbonate,China
Kai_kou_xiao,Sugar,China
Kai_kou_xiao,Egg_(food),China
Kai_kou_xiao,Sesame,China
Mung_bean_sheets,Mung_bean,China
Xi_gua_lao,Cherry,China
Xi_gua_lao,Agar,China
Xi_gua_lao,Sugar,China
Xi_gua_lao,Watermelon,China
Caramel_tart,Caramel,Australia
Mitraillette,French_fries,Belgium
Mitraillette,Bread,Belgium
Mitraillette,Meat,Belgium
Sweet_potato_soup,Ginger,China
Sweet_potato_soup,Sweet_potato,China
Sweet_potato_soup,Rock_candy,China
Fa_gao,Flour,China
Fa_gao,Sugar,China
Fa_gao,Yeast,China
Kharcho,Goose,Georgia_(country)
Kharcho,Beef,Georgia_(country)
Kharcho,Rice,Georgia_(country)
Kharcho,Pork,Georgia_(country)
Kharcho,Lamb_and_mutton,Georgia_(country)
Kharcho,Walnut,Georgia_(country)
Kharcho,Chicken_(food),Georgia_(country)
Black_sesame_rice_cake,Sesame,China
Black_sesame_rice_cake,White_rice,China
Easter_biscuit,Butter,England
Easter_biscuit,Flour,England
Easter_biscuit,Zante_currant,England
Easter_biscuit,Sugar,England
Easter_biscuit,Baking_powder,England
Easter_biscuit,Yolk,England
Ngathrek_Golop_Lhakpa,Chili_pepper,Bhutan
Ngathrek_Golop_Lhakpa,Sugar,Bhutan
Ngathrek_Golop_Lhakpa,Butter_tea,Bhutan
Apam_balik,Butter,Brunei
Apam_balik,Flour,Brunei
Apam_balik,Sodium_bicarbonate,Brunei
Apam_balik,Sugar,Brunei
Apam_balik,Water,Brunei
Apam_balik,Baking_powder,Brunei
Apam_balik,Egg_(food),Brunei
Apam_balik,Margarine,Brunei
Apam_balik,Peanut,Brunei
Bulgarian_yogurt,Lactobacillus_delbrueckii_subsp._bulgaricus,Bulgaria
Bulgarian_yogurt,Milk,Bulgaria
Bulgarian_yogurt,Streptococcus_thermophilus,Bulgaria
Chickpea_bread,Chickpea,Albania
Kelupis,Glutinous_rice,Brunei
Kelupis,Palm_sugar,Brunei
Kuchmachi,Gizzard,Georgia_(country)
Kuchmachi,Chicken,Georgia_(country)
Kuchmachi,Pomegranate,Georgia_(country)
Lobiani,Lobio,Georgia_(country)
Torpedo_dessert,Butter,Bulgaria
Torpedo_dessert,Bakers_yeast,Bulgaria
Valdiviano,Charki,Chile
Wajid_(kuih),Rice,Brunei
Wajid_(kuih),Coconut_cream,Brunei
Wajid_(kuih),Palm_sugar,Brunei
Turkish_delight,Starch,Ottoman_Empire
Turkish_delight,Sugar,Ottoman_Empire
Beef_Wellington,Puff_pastry,England
Beef_Wellington,Beef_tenderloin,England
Beef_Wellington,Pâté,England
Belgian_waffle,Butter,Belgium
Belgian_waffle,Flour,Belgium
Belgian_waffle,Milk,Belgium
Belgian_waffle,Sugar,Belgium
Belgian_waffle,Baking_powder,Belgium
Belgian_waffle,Egg_(food),Belgium
Bourbon_biscuit,Types_of_chocolate,England
Bourbon_biscuit,Buttercream,England
CCs,Maize,Australia
Kitchener_bun,Cream,Australia
Kitchener_bun,Strawberry,Australia
Kitchener_bun,Raspberry,Australia
Marie_biscuit,Sugar,England
Marie_biscuit,Vanilla,England
Marie_biscuit,Sunflower_oil,England
Marie_biscuit,Vegetable_oil,England
Marie_biscuit,Wheat_flour,England
Neapolitan_wafer,Hazelnut,Austria
Chomchom,Flour,Bangladesh
Chomchom,Cream,Bangladesh
Chomchom,Milk,Bangladesh
Chomchom,Sugar,Bangladesh
Fruit_fool,Sugar,England
Fruit_fool,Whipped_cream,England
Fruit_fool,Purée,England
Haw_flakes,Crataegus_pinnatifida,China
Puri_(food),Atta_flour,Bangladesh
Tongba,Millet,Bhutan
Tongba,Water,Bhutan
Tongba,Yeast,Bhutan
Momo_(dumpling),Meat,Bhutan
Christmas_pudding,Suet,England
Christmas_pudding,Sugar,England
Christmas_pudding,Treacle,England
Ful_medames,Vegetable_oil,Somalia
Ful_medames,Cumin,Somalia
Ful_medames,Vicia_faba,Somalia
Kaiser_roll,Flour,Austria
Kaiser_roll,Barm,Austria
Kaiser_roll,Malt,Austria
Kaiser_roll,Salt,Austria
Amok_(dish),Curry,Cambodia
Amok_(dish),Banana,Cambodia
Amok_trey,Coconut,Cambodia
Amok_trey,Fish,Cambodia
Amok_trey,Kroeung,Cambodia
Shark_fin_soup,Shark,China
Hokey_pokey_(ice_cream),Honeycomb_toffee,Australia
Mitha_Dahi,Yogurt,Bangladesh
Mitha_Dahi,Milk,Bangladesh
Mitha_Dahi,Sugar,Bangladesh
Mitha_Dahi,Curd,Bangladesh
Kabsa,Cardamom,Bahrain
Kabsa,Cinnamon,Bahrain
Kabsa,Bay_leaf,Bahrain
Kabsa,Nutmeg,Bahrain
Kabsa,Saffron,Bahrain
Kabsa,Basmati,Bahrain
Kabsa,Dried_lime,Bahrain
Mohnyin_tjin,Rice_wine,Burma
Ngo_hiang,Five-spice_powder,China
Prawn_soup,Prawn,Canada
Schupfnudel,Potato,Austria
Schupfnudel,Rye,Austria
Schupfnudel,Egg_(food),Austria
Schupfnudel,Wheat_flour,Austria
Cretons,Spice,Canada
Cretons,Onion,Canada
Cretons,Pork,Canada
Mahua_(snack),Peanut_oil,China
Mahua_(snack),Dough,China
Sarma_(food),Rice,Ottoman_Empire
Sarma_(food),Vitis,Ottoman_Empire
Xiaolongbao,Aspic,China
Bara_brith,Zante_currant,Wales
Bara_brith,Raisin,Wales
Bara_brith,Bakers_yeast,Wales
Bara_brith,Candied_fruit,Wales
Mixian_(noodle),Rice,China
Barros_Jarpa,Bread,Chile
Barros_Luco,Cheese,Chile
Barros_Luco,Beef,Chile
Keillers_marmalade,Orange_(fruit),Scotland
Indian_ice_cream_(Canada),Sugar_substitute,Canada
Indian_ice_cream_(Canada),Water,Canada
Indian_ice_cream_(Canada),Shepherdia_canadensis,Canada
Heavy_cake,Butter,England
Heavy_cake,Flour,England
Heavy_cake,Milk,England
Heavy_cake,Sugar,England
Heavy_cake,Raisin,England
Heavy_cake,Lard,England
Lahpet,Tea,Burma
Lahpet,Salt,Burma
Lahpet,Oil,Burma
Sushi_pizza,Salmon,Canada
Sushi_pizza,Avocado,Canada
Khobz_Mbesses,Farina_(food),Algeria
Khobz_Mbesses,Semolina,Algeria
Khobz_Mbesses,Egg_(food),Algeria
Matnakash,Sourdough,Armenia
Matnakash,Bakers_yeast,Armenia
Matnakash,Wheat_flour,Armenia
Lung_fung_soup,Chili_pepper,China
Lung_fung_soup,Mushroom,China
Lung_fung_soup,Seafood,China
Jelurut,Rice_flour,Brunei
Jelurut,Coconut_milk,Brunei
Pastel_de_choclo,Sweet_corn,Bolivia
Pastel_de_choclo,Onion,Bolivia
Pastel_de_choclo,Raisin,Bolivia
Pastel_de_choclo,Ground_beef,Bolivia
Pastel_de_choclo,Chicken_(food),Bolivia
Pastel_de_choclo,Olive,Bolivia
Pastel_de_choclo,Boiled_egg,Bolivia
Samanu,Wheat,Afghanistan
Samlor_Kako,Prahok,Cambodia
Samlor_Kako,Kroeung,Cambodia
Spanische_Windtorte,Berry,Austria
Spanische_Windtorte,Chocolate,Austria
Spanische_Windtorte,Blackcurrant,Austria
Spanische_Windtorte,Whipped_cream,Austria
Spanische_Windtorte,Meringue,Austria
Burmese_tofu,Turmeric,Burma
Burmese_tofu,Chickpea,Burma
Fritter_roll,Potato,Scotland
Fritter_roll,Bread_roll,Scotland
Guoba,Rice,China
Snow_white_salad,Yogurt,Bulgaria
Snow_white_salad,Cucumber,Bulgaria
Donauwelle,Butter,Austria
Donauwelle,Flour,Austria
Donauwelle,Chocolate,Austria
Donauwelle,Sugar,Austria
Donauwelle,Prunus_cerasus,Austria
Donauwelle,Egg_(food),Austria
Donauwelle,Cocoa_solids,Austria
Donauwelle,Buttercream,Austria
Peameal_bacon,Bacon,Canada
Tselopka-Tselung,Buddleja_forrestii,Bhutan
Tselopka-Tselung,Allium_carolinianum,Bhutan
Chutney,Garlic,Bangladesh
Chutney,Onion,Bangladesh
Lancashire_hotpot,Onion,England
Lancashire_hotpot,Potato,England
Lancashire_hotpot,Lamb_and_mutton,England
Satay,Skewer,Brunei
Aush,Noodle,Afghanistan
Aush,Broth,Afghanistan
Aush,Strained_yogurt,Afghanistan
Aush,Vegetable,Afghanistan
Mi_san_dao,Flour,China
Mi_san_dao,Maltose,China
Mi_san_dao,Sodium_bicarbonate,China
Mi_san_dao,Vegetable_oil,China
Shopska_salad,Capsicum,Bulgaria
Shopska_salad,Cucumber,Bulgaria
Shopska_salad,Onion,Bulgaria
Shopska_salad,Tomato,Bulgaria
Shopska_salad,Sirene,Bulgaria
Shopska_salad,Parsley,Bulgaria
Chinsuko,Flour,China
Chinsuko,Lard,China
Curau,Sweet_corn,Brazil
Curau,Milk,Brazil
Curau,Sugar,Brazil
Curau,Maize,Brazil
Neenish_tart,Pastry,Australia
Neenish_tart,Gelatin,Australia
Neenish_tart,Powdered_sugar,Australia
Neenish_tart,Buttercream,Australia
Patatnik,Spearmint,Bulgaria
Patatnik,Onion,Bulgaria
Patatnik,Potato,Bulgaria
Patatnik,Salt,Bulgaria
Patatnik,Egg_(food),Bulgaria
Fricot,Clam,Canada
Fricot,Beef,Canada
Fricot,Meat,Canada
Fricot,Onion,Canada
Fricot,Potato,Canada
Fricot,Pork,Canada
Fricot,Dumpling,Canada
Fricot,Rabbit,Canada
Lyutika,Capsicum,Bulgaria
Lyutika,Garlic,Bulgaria
Lyutika,Onion,Bulgaria
Lyutika,Tomato,Bulgaria
Lyutika,Vegetable_oil,Bulgaria
Pizza-ghetti,Pizza,Canada
Pizza-ghetti,Spaghetti,Canada
Boston_bun,Icing_(food),Australia
Caramel_shortbread,Caramel,Scotland
Caramel_shortbread,Types_of_chocolate,Scotland
Caramel_shortbread,Shortbread,Scotland
Completo,Mayonnaise,Chile
Completo,Sausage,Chile
Completo,Sauerkraut,Chile
Completo,Bread,Chile
Completo,Tomato,Chile
Completo,Avocado,Chile
Coxinha,Flour,Brazil
Coxinha,Meat,Brazil
Jiuniang,Fermentation_starter,China
Jiuniang,Aspergillus_oryzae,China
Jiuniang,Glutinous_rice,China
Machher_Jhol,Seasoning,Bangladesh
Machher_Jhol,Potato,Bangladesh
Machher_Jhol,Tomato,Bangladesh
Machher_Jhol,Fish,Bangladesh
Milcao,Potatoes_of_Chiloé,Chile
Milcao,Lard,Chile
Milcao,Salt,Chile
Milcao,Vegetable_oil,Chile
Chorrillana,French_fries,Chile
Chorrillana,Beef,Chile
Chorrillana,Spice,Chile
Chorrillana,Onion,Chile
Chorrillana,Salt,Chile
Chongyang_Cake,Chestnut,China
Chongyang_Cake,Rice_flour,China
Chongyang_Cake,Almond,China
Chongyang_Cake,Jujube,China
Baobing,Shaved_ice,China
Dock_pudding,Urtica_dioica,England
Dock_pudding,Onion,England
Dock_pudding,Oatmeal,England
Dock_pudding,Persicaria_bistorta,England
Lumpia,Meat,China
Lumpia,Vegetable,China
Lumpia,Crêpe,China
Nokul,Feta,Bulgaria
Nokul,Poppy_seed,Bulgaria
Nokul,Walnut,Bulgaria
Tatws_Pum_Munud,Bacon,Wales
Scotch_broth,Beef,Scotland
Scotch_broth,Barley,Scotland
Scotch_broth,Lamb_and_mutton,Scotland
Scotch_broth,Rutabaga,Scotland
Scotch_broth,Vegetable,Scotland
Scotch_broth,Pulse_(legume),Scotland
Minties,Mentha,Australia
Chairo,Beef,Bolivia
Chairo,Wheat,Bolivia
Chairo,Carrot,Bolivia
Chairo,Onion,Bolivia
Chairo,Potato,Bolivia
Chairo,Chuño,Bolivia
Chairo,Beef,Chile
Chairo,Wheat,Chile
Chairo,Carrot,Chile
Chairo,Onion,Chile
Chairo,Potato,Chile
Chairo,Chuño,Chile
Maconochie,Turnip,Scotland
Maconochie,Carrot,Scotland
Maconochie,Potato,Scotland
Stovies,Corned_beef,Scotland
Stovies,Roast_beef,Scotland
Stovies,Onion,Scotland
Stovies,Potato,Scotland
Stovies,Ground_beef,Scotland
Meat_and_potato_pie,Beef,England
Meat_and_potato_pie,Carrot,England
Meat_and_potato_pie,Onion,England
Meat_and_potato_pie,Potato,England
Meat_and_potato_pie,Lamb_and_mutton,England
Nasi_goreng,Fried_rice,Brunei
White_boiled_shrimp,Shrimp,China
Pamirdin,Carrot,China
Pamirdin,Onion,China
Pamirdin,Lamb_and_mutton,China
Bath_Oliver,Butter,England
Bath_Oliver,Flour,England
Bath_Oliver,Milk,England
Bath_Oliver,Bakers_yeast,England
Ras_malai,Cream,Bangladesh
Ras_malai,Sugar,Bangladesh
Ras_malai,Semolina,Bangladesh
Ras_malai,Paneer,Bangladesh
Shumai,Shiitake,China
Shumai,Shrimp,China
Shumai,Ground_meat,China
Shumai,Lye,China
Triple_Cooked_Chips,Potato,England
Manjar_branco,Coconut,Brazil
Mie_ayam,Noodle,China
Mie_ayam,Soy_sauce,China
Mie_ayam,Scallion,China
Mie_ayam,Garlic,China
Mie_ayam,Chinese_cabbage,China
Mie_ayam,Broth,China
Mie_ayam,Cooking_oil,China
Mie_ayam,Chicken_(food),China
Puftaloon,Butter,Australia
Puftaloon,Flour,Australia
Puftaloon,Milk,Australia
Puftaloon,Salt,Australia
Buddha_Jumps_Over_the_Wall,Taro,China
Buddha_Jumps_Over_the_Wall,Tendon,China
Buddha_Jumps_Over_the_Wall,Scallop,China
Buddha_Jumps_Over_the_Wall,Abalone,China
Buddha_Jumps_Over_the_Wall,Mushroom,China
Buddha_Jumps_Over_the_Wall,Bamboo_shoot,China
Buddha_Jumps_Over_the_Wall,Quail_eggs,China
Buddha_Jumps_Over_the_Wall,Chicken_(food),China
Buddha_Jumps_Over_the_Wall,Shark_finning,China
Buddha_Jumps_Over_the_Wall,Sea_cucumber_(food),China
Buddha_Jumps_Over_the_Wall,Ginseng,China
Buddha_Jumps_Over_the_Wall,Jinhua_ham,China
Dim_sim,Cabbage,Australia
Dim_sim,Pork,Australia
Papadum,Chickpea,Bangladesh
Papadum,Lentil,Bangladesh
Papadum,Rice_flour,Bangladesh
Papadum,Vigna_mungo,Bangladesh
Coconut_bar,Corn_starch,China
Coconut_bar,Agar,China
Coconut_bar,Gelatin,China
Coconut_bar,Starch,China
Coconut_bar,Coconut_milk,China
Gypsy_tart,Pastry,England
Gypsy_tart,Condensed_milk,England
Gypsy_tart,Evaporated_milk,England
Gypsy_tart,Brown_sugar,England
Gypsy_tart,Muscovado,England
Pork_chop_bun,Piggy_bun,China
Pork_chop_bun,Pork_chop,China
Creme_de_papaya,Papaya,Brazil
Creme_de_papaya,Vanilla,Brazil
Creme_de_papaya,Blackcurrant,Brazil
Creme_de_papaya,Crème_de_cassis,Brazil
Khachapuri,Cheese,Georgia_(country)
Khachapuri,Bread,Georgia_(country)
Khachapuri,Egg_(food),Georgia_(country)
Moqueca,Seafood,Brazil
Moqueca,Coriander,Brazil
Moqueca,Garlic,Brazil
Moqueca,Onion,Brazil
Moqueca,Tomato,Brazil
Moqueca,Fish_as_food,Brazil
Song_gao,Sugar,China
Song_gao,Water,China
Song_gao,Adzuki_bean,China
Song_gao,Rice_flour,China
Chikhirtma,Lamb_and_mutton,Georgia_(country)
Chikhirtma,Chicken_(food),Georgia_(country)
Sour_cream_doughnut,Sour_cream,Canada
Cock-a-leekie_soup,Leek,Scotland
Cock-a-leekie_soup,Stock_(food),Scotland
Cock-a-leekie_soup,Prune,Scotland
Barm_cake,Barm,England
Frog_cake,Fruit_preserves,Australia
Frog_cake,Sponge_cake,Australia
Frog_cake,Fondant_icing,Australia
Cocada_amarela,Coconut,Angola
Cocada_amarela,Egg_(food),Angola
Oliebol,Flour,Belgium
Oliebol,Ribes,Belgium
Oliebol,Milk,Belgium
Oliebol,Yeast,Belgium
Oliebol,Raisin,Belgium
Oliebol,Baking_powder,Belgium
Oliebol,Salt,Belgium
Oliebol,Egg_(food),Belgium
Oliebol,Sultana_(grape),Belgium
Oliebol,Zest_(ingredient),Belgium
Oliebol,Succade,Belgium
Lahoh,Flour,Somalia
Lahoh,Water,Somalia
Lahoh,Bakers_yeast,Somalia
Beijinho,Coconut,Brazil
Beijinho,Condensed_milk,Brazil
Nikuman,Pork,China
Nikuman,Dough,China
Ploye,Water,Canada
Ploye,Buckwheat,Canada
Ploye,Baking_powder,Canada
Ploye,Wheat_flour,Canada
Badrijani,Satsivi,Georgia_(country)
Badrijani,Eggplant,Georgia_(country)
Goiabada,Guava,Brazil
Goiabada,Sugar,Brazil
Goiabada,Water,Brazil
Khinkali,Beef,Georgia_(country)
Khinkali,Garlic,Georgia_(country)
Khinkali,Onion,Georgia_(country)
Khinkali,Potato,Georgia_(country)
Khinkali,Pork,Georgia_(country)
Khinkali,Lamb_and_mutton,Georgia_(country)
Khinkali,Herb,Georgia_(country)
Khinkali,Edible_mushroom,Georgia_(country)
Hobnob_biscuit,Rolled_oats,Scotland
Ghapama,Rice,Armenia
Ghapama,Apricot,Armenia
Ghapama,Raisin,Armenia
Ghapama,Dried_fruit,Armenia
Ghapama,Cornus_mas,Armenia
Ghapama,Apple,Armenia
Ghapama,Prune,Armenia
Ghapama,Pumpkin,Armenia
Chhena_jalebi,Sugar,Bangladesh
Chhena_jalebi,Chhena,Bangladesh
Chhena_jalebi,Cottage_cheese,Bangladesh
Mekitsa,Flour,Bulgaria
Mekitsa,Yogurt,Bulgaria
Mekitsa,Egg_(food),Bulgaria
Mekitsa,Oil,Bulgaria
Mekitsa,Leavening_agent,Bulgaria
Caldillo_de_congrio,Cream,Chile
Caldillo_de_congrio,Water,Chile
Caldillo_de_congrio,Carrot,Chile
Caldillo_de_congrio,Coriander,Chile
Caldillo_de_congrio,Garlic,Chile
Caldillo_de_congrio,Onion,Chile
Caldillo_de_congrio,Potato,Chile
Caldillo_de_congrio,Tomato,Chile
Caldillo_de_congrio,Fish,Chile
Caldillo_de_congrio,Black_pepper,Chile
Maria-mole,Coconut,Brazil
Maria-mole,Gelatin,Brazil
Maria-mole,Sugar,Brazil
Maria-mole,Egg_white,Brazil
Panipuri,Flour,Bangladesh
Panipuri,Chickpea,Bangladesh
Panipuri,Onion,Bangladesh
Panipuri,Potato,Bangladesh
Zhajiangmian,Fermented_bean_paste,China
Zhajiangmian,Cumian,China
Zhajiangmian,Ground_meat,China
Cheesymite_scroll,Flour,Australia
Cheesymite_scroll,Cheese,Australia
Cheesymite_scroll,Vegemite,Australia
Cheesymite_scroll,Water,Australia
Misua,Wheat_flour,China
Nanaimo_bar,Chocolate,Canada
Nanaimo_bar,Icing_(food),Canada
Hallaca,Beef,Aruba
Hallaca,Raisin,Aruba
Hallaca,Pork,Aruba
Hallaca,Chicken_(food),Aruba
Hallaca,Cornmeal,Aruba
Hallaca,Caper,Aruba
Hallaca,Olive,Aruba
Hard_sauce,Brandy,England
Hard_sauce,Butter,England
Hard_sauce,Sherry,England
Hard_sauce,Sugar,England
Hard_sauce,Vanilla,England
Hard_sauce,Whisky,England
Hard_sauce,Rum,England
Strudel,Filo,Austria
Ghormeh_sabzi,Scallion,Azerbaijan
Ghormeh_sabzi,Coriander,Azerbaijan
Ghormeh_sabzi,Spinach,Azerbaijan
Ghormeh_sabzi,Leek,Azerbaijan
Ghormeh_sabzi,Herb,Azerbaijan
Ghormeh_sabzi,Fenugreek,Azerbaijan
Maple_taffy,Snow,Canada
Maple_taffy,Maple,Canada
Meat_pie_(Australia_and_New_Zealand),Gravy,Australia
Meat_pie_(Australia_and_New_Zealand),Ground_beef,Australia
Potato_babka,Bacon,Belarus
Potato_babka,Onion,Belarus
Potato_babka,Potato,Belarus
Potato_babka,Egg_(food),Belarus
Salmagundi,Fruit,England
Salmagundi,Meat,England
Salmagundi,Seafood,England
Salmagundi,Spice,England
Salmagundi,Vinegar,England
Salmagundi,Edible_flower,England
Salmagundi,Leaf_vegetable,England
Salmagundi,Nut_(fruit),England
Salmagundi,Oil,England
Salmagundi,Vegetable,England
Honey_dill,Mayonnaise,Canada
Honey_dill,Honey,Canada
Honey_dill,Dill,Canada
Proja,Mineral_water,Bosnia_and_Herzegovina
Proja,Baking_powder,Bosnia_and_Herzegovina
Proja,Oil,Bosnia_and_Herzegovina
Proja,Cornmeal,Bosnia_and_Herzegovina
Proja,Mineral_water,Bulgaria
Proja,Baking_powder,Bulgaria
Proja,Oil,Bulgaria
Proja,Cornmeal,Bulgaria
Garlic_fingers,Cheese,Canada
Garlic_fingers,Garlic_butter,Canada
Garlic_fingers,Parsley,Canada
Marraqueta,Flour,Chile
Marraqueta,Salt,Chile
Marraqueta,Leavening_agent,Chile
Pie_and_peas,Mushy_peas,England
Pie_and_peas,Meat_pie,England
Pie_and_peas,Mint_sauce,England
Pie_and_peas,Hot_water_crust_pastry,England
Sai_ua,Pork,Burma
Tapai,Cassava,Brunei
Tapai,Rice,Brunei
Tapai,Glutinous_rice,Brunei
Figgy_pudding,Ficus,England
Beguni,Eggplant,Bangladesh
Lukanka,Veal,Bulgaria
Lukanka,Pork,Bulgaria
Khichdi,Rice,Bangladesh
Khichdi,Spice,Bangladesh
Khichdi,Lentil,Bangladesh
Pan_de_Pascua,Ginger,Chile
Pan_de_Pascua,Honey,Chile
Pan_de_Pascua,Raisin,Chile
Pan_de_Pascua,Walnut,Chile
Pan_de_Pascua,Almond,Chile
Pan_de_Pascua,Candied_fruit,Chile
Dolma,Rice,Ottoman_Empire
Dolma,Vitis,Ottoman_Empire
Dolma,Stuffed_peppers,Ottoman_Empire
Pontefract_cake,Liquorice,England
Montreal-style_bagel,Honey,Canada
Montreal-style_bagel,Malt,Canada
Montreal-style_bagel,Egg_(food),Canada
Cironka,Common_bleak,Macedonia_(region)
Fruit_pudding,Cinnamon,Scotland
Fruit_pudding,Suet,Scotland
Fruit_pudding,Zante_currant,Scotland
Fruit_pudding,Raisin,Scotland
Fruit_pudding,Brown_sugar,Scotland
Fruit_pudding,Wheat_flour,Scotland
Fruit_pudding,Rusk,Scotland
Gundruk,Cauliflower,Bhutan
Kuy_teav,Stock_(food),Cambodia
Kuy_teav,Rice_noodles,Cambodia
Azerbaijani_pakhlava,Cardamom,Azerbaijan
Azerbaijani_pakhlava,Crocus,Azerbaijan
Azerbaijani_pakhlava,Juglans_regia,Azerbaijan
Azerbaijani_pakhlava,Hazelnut,Azerbaijan
Azerbaijani_pakhlava,Dianthus_caryophyllus,Azerbaijan
Potato_scone,Potato,Scotland
Potato_scone,Salt,Scotland
Pasta_primavera,Olive_oil,Canada
Pasta_primavera,Pasta,Canada
Pasta_primavera,Vegetable,Canada
Pasta_primavera,Mirepoix_(cuisine),Canada
Dodol,Jaggery,Brunei
Dodol,Rice_flour,Brunei
Dodol,Coconut_milk,Brunei
Grooms_cake,Chocolate,England
Grooms_cake,Fruit,England
Porotos_con_rienda,Spaghetti,Chile
Porotos_con_rienda,Phaseolus_vulgaris,Chile
Hallulla,Butter,Chile
Hallulla,Shortening,Chile
Hallulla,Bakers_yeast,Chile
Hallulla,Wheat_flour,Chile
Date_and_walnut_loaf,Date_palm,Scotland
Date_and_walnut_loaf,Treacle,Scotland
Date_and_walnut_loaf,Walnut,Scotland
Kaiserschmarrn,Butter,Austria
Kaiserschmarrn,Flour,Austria
Kaiserschmarrn,Milk,Austria
Kaiserschmarrn,Sugar,Austria
Kaiserschmarrn,Egg_(food),Austria
Tandoor_bread,Flour,Azerbaijan
Tandoor_bread,Flour,Bangladesh
Curanto,Shellfish,Chile
Curanto,Meat,Chile
Curanto,Potato,Chile
Hutspot,Carrot,Belgium
Hutspot,Onion,Belgium
Hutspot,Potato,Belgium
Vanillekipferl,Vanilla,Austria
Vanillekipferl,Nut_(fruit),Austria
Vanillekipferl,Almond,Austria
Htamin_jin,Tomato,Burma
Htamin_jin,Allium_tuberosum,Burma
Bolinhos_de_mandioca_com_mel,Molasses,Cape_Verde
Bolinhos_de_mandioca_com_mel,Aguardiente,Cape_Verde
Bolinhos_de_mandioca_com_mel,Egg_(food),Cape_Verde
Bolinhos_de_mandioca_com_mel,Oil,Cape_Verde
Punschkrapfen,Apricot,Austria
Punschkrapfen,Nougat,Austria
Punschkrapfen,Rum,Austria
Choc-top,Types_of_chocolate,Australia
Choc-top,Vanilla,Australia
Salzburger_Nockerl,Flour,Austria
