Food,ingr1,ingr2,ingr3,ingr4,ingr5,ingr6,ingr7,ingr8,ingr9,ingr10,ingr11,ingr12,ingr13,ingr14,ingr15,ingr16,ingr17,ingr18,ingr19,ingr20,Origin
Mote_con_huesillo,Cinnamon,Honey,Sugar,Water,Wheat,Peach,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Persian_(roll),Icing_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pie_floater,Pea_soup,Meat_pie_(Australia_and_New_Zealand),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Raita,Yogurt,Mentha,Cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Garash_cake,Walnut,Egg_white,Powdered_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Malt_loaf,Malt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Samlar_machu,Tamarind,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dushbara,Flour,Onion,Tomato,Ground_beef,Salt,Black_pepper,Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vark,Gold,Silver,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Brigadeiro,Butter,Condensed_milk,Chocolate_powder,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fairy_bread,Butter,White_bread,Sprinkles,Margarine,Nonpareils,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mantou,Water,Leavening_agent,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sachertorte,Chocolate,Types_of_chocolate,Apricot,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Butter_tart,Butter,Sugar,Raisin,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cranachan,Honey,Whisky,Whipped_cream,Raspberry,Oatmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Deep-fried_Mars_bar,Mars_(chocolate_bar),Batter_(cooking),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Red_pudding,Bacon,Suet,Fat,Beef,Spice,Pork,Pork_rind,Wheat_flour,Rusk,?,?,?,?,?,?,?,?,?,?,?,Other_region
Speculoos,Cardamom,Cinnamon,Clove,Flour,Ginger,Nutmeg,Black_pepper,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bumbleberry_pie,Berry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Sapit,Sucrose,Coconut_milk,Cooking_oil,Egg_(food),Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Crempog,Butter,Flour,Milk,Salt,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Butter_pie,Butter,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Figgy_duff_(pudding),Butter,Flour,Molasses,Sugar,Raisin,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pebete,Mayonnaise,Cheese,Bun,Tomato,Curing_(food_preservation),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Churchkhela,Flour,Must,Nut_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Black_sesame_soup,Sugar,Tangyuan_(food),Sesame,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Partan_bree,Crab,Cream,Milk,Rice,Stock_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chocolate_sandwich,Chocolate,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jin_deui,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Leek_soup,Cream,Potato,Broth,Leek,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bakarkhani,Dough,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bauru_(sandwich),Roast_beef,Cheese,Bun,Tomato,Pickled_cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chancaca,Honey,Sugar,Zest_(ingredient),Honey,Sugar,Zest_(ingredient),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chao_hong_guo,Crataegus_pinnatifida,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coconut_rice,Coconut,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kai_kou_xiao,Flour,Peanut_oil,Maltose,Sodium_bicarbonate,Sugar,Egg_(food),Sesame,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mung_bean_sheets,Mung_bean,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Xi_gua_lao,Cherry,Agar,Sugar,Watermelon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caramel_tart,Caramel,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mitraillette,French_fries,Bread,Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sweet_potato_soup,Ginger,Sweet_potato,Rock_candy,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fa_gao,Flour,Sugar,Yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kharcho,Goose,Beef,Rice,Pork,Lamb_and_mutton,Walnut,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Black_sesame_rice_cake,Sesame,White_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Easter_biscuit,Butter,Flour,Zante_currant,Sugar,Baking_powder,Yolk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ngathrek_Golop_Lhakpa,Chili_pepper,Sugar,Butter_tea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Apam_balik,Butter,Flour,Sodium_bicarbonate,Sugar,Water,Baking_powder,Egg_(food),Margarine,Peanut,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bulgarian_yogurt,Lactobacillus_delbrueckii_subsp._bulgaricus,Milk,Streptococcus_thermophilus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chickpea_bread,Chickpea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kelupis,Glutinous_rice,Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kuchmachi,Gizzard,Chicken,Pomegranate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lobiani,Lobio,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Torpedo_dessert,Butter,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Valdiviano,Charki,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Wajid_(kuih),Rice,Coconut_cream,Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Turkish_delight,Starch,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Beef_Wellington,Puff_pastry,Beef_tenderloin,Pâté,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Belgian_waffle,Butter,Flour,Milk,Sugar,Baking_powder,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bourbon_biscuit,Types_of_chocolate,Buttercream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
CCs,Maize,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kitchener_bun,Cream,Strawberry,Raspberry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Marie_biscuit,Sugar,Vanilla,Sunflower_oil,Vegetable_oil,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Neapolitan_wafer,Hazelnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chomchom,Flour,Cream,Milk,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fruit_fool,Sugar,Whipped_cream,Purée,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Haw_flakes,Crataegus_pinnatifida,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Puri_(food),Atta_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tongba,Millet,Water,Yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Momo_(dumpling),Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Christmas_pudding,Suet,Sugar,Treacle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ful_medames,Vegetable_oil,Cumin,Vicia_faba,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kaiser_roll,Flour,Barm,Malt,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Amok_(dish),Curry,Banana,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Amok_trey,Coconut,Fish,Kroeung,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Shark_fin_soup,Shark,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hokey_pokey_(ice_cream),Honeycomb_toffee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mitha_Dahi,Yogurt,Milk,Sugar,Curd,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kabsa,Cardamom,Cinnamon,Bay_leaf,Nutmeg,Saffron,Basmati,Dried_lime,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mohnyin_tjin,Rice_wine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ngo_hiang,Five-spice_powder,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Prawn_soup,Prawn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Schupfnudel,Potato,Rye,Egg_(food),Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cretons,Spice,Onion,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Mahua_(snack),Peanut_oil,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sarma_(food),Rice,Vitis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Xiaolongbao,Aspic,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bara_brith,Zante_currant,Raisin,Bakers_yeast,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mixian_(noodle),Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Barros_Jarpa,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Barros_Luco,Cheese,Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Keillers_marmalade,Orange_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Indian_ice_cream_(Canada),Sugar_substitute,Water,Shepherdia_canadensis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Heavy_cake,Butter,Flour,Milk,Sugar,Raisin,Lard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lahpet,Tea,Salt,Oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sushi_pizza,Salmon,Avocado,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Khobz_Mbesses,Farina_(food),Semolina,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Matnakash,Sourdough,Bakers_yeast,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lung_fung_soup,Chili_pepper,Mushroom,Seafood,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jelurut,Rice_flour,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pastel_de_choclo,Sweet_corn,Onion,Raisin,Ground_beef,Chicken_(food),Olive,Boiled_egg,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Samanu,Wheat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Samlor_Kako,Prahok,Kroeung,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Spanische_Windtorte,Berry,Chocolate,Blackcurrant,Whipped_cream,Meringue,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Burmese_tofu,Turmeric,Chickpea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fritter_roll,Potato,Bread_roll,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Guoba,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Snow_white_salad,Yogurt,Cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Donauwelle,Butter,Flour,Chocolate,Sugar,Prunus_cerasus,Egg_(food),Cocoa_solids,Buttercream,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Peameal_bacon,Bacon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Tselopka-Tselung,Buddleja_forrestii,Allium_carolinianum,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chutney,Garlic,Onion,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lancashire_hotpot,Onion,Potato,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Satay,Skewer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Aush,Noodle,Broth,Strained_yogurt,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mi_san_dao,Flour,Maltose,Sodium_bicarbonate,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Shopska_salad,Capsicum,Cucumber,Onion,Tomato,Sirene,Parsley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chinsuko,Flour,Lard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Curau,Sweet_corn,Milk,Sugar,Maize,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Neenish_tart,Pastry,Gelatin,Powdered_sugar,Buttercream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Patatnik,Spearmint,Onion,Potato,Salt,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fricot,Clam,Beef,Meat,Onion,Potato,Pork,Dumpling,Rabbit,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Lyutika,Capsicum,Garlic,Onion,Tomato,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pizza-ghetti,Pizza,Spaghetti,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Boston_bun,Icing_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caramel_shortbread,Caramel,Types_of_chocolate,Shortbread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Completo,Mayonnaise,Sausage,Sauerkraut,Bread,Tomato,Avocado,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coxinha,Flour,Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jiuniang,Fermentation_starter,Aspergillus_oryzae,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Machher_Jhol,Seasoning,Potato,Tomato,Fish,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Milcao,Potatoes_of_Chiloé,Lard,Salt,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chorrillana,French_fries,Beef,Spice,Onion,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chongyang_Cake,Chestnut,Rice_flour,Almond,Jujube,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Baobing,Shaved_ice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dock_pudding,Urtica_dioica,Onion,Oatmeal,Persicaria_bistorta,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lumpia,Meat,Vegetable,Crêpe,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nokul,Feta,Poppy_seed,Walnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tatws_Pum_Munud,Bacon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Scotch_broth,Beef,Barley,Lamb_and_mutton,Rutabaga,Vegetable,Pulse_(legume),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Minties,Mentha,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chairo,Beef,Wheat,Carrot,Onion,Potato,Chuño,Beef,Wheat,Carrot,Onion,Potato,Chuño,?,?,?,?,?,?,?,?,Other_region
Maconochie,Turnip,Carrot,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Stovies,Corned_beef,Roast_beef,Onion,Potato,Ground_beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Meat_and_potato_pie,Beef,Carrot,Onion,Potato,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nasi_goreng,Fried_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
White_boiled_shrimp,Shrimp,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pamirdin,Carrot,Onion,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bath_Oliver,Butter,Flour,Milk,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ras_malai,Cream,Sugar,Semolina,Paneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Shumai,Shiitake,Shrimp,Ground_meat,Lye,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Triple_Cooked_Chips,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Manjar_branco,Coconut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mie_ayam,Noodle,Soy_sauce,Scallion,Garlic,Chinese_cabbage,Broth,Cooking_oil,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Puftaloon,Butter,Flour,Milk,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Buddha_Jumps_Over_the_Wall,Taro,Tendon,Scallop,Abalone,Mushroom,Bamboo_shoot,Quail_eggs,Chicken_(food),Shark_finning,Sea_cucumber_(food),Ginseng,Jinhua_ham,?,?,?,?,?,?,?,?,Other_region
Dim_sim,Cabbage,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Papadum,Chickpea,Lentil,Rice_flour,Vigna_mungo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coconut_bar,Corn_starch,Agar,Gelatin,Starch,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gypsy_tart,Pastry,Condensed_milk,Evaporated_milk,Brown_sugar,Muscovado,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pork_chop_bun,Piggy_bun,Pork_chop,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Creme_de_papaya,Papaya,Vanilla,Blackcurrant,Crème_de_cassis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khachapuri,Cheese,Bread,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Moqueca,Seafood,Coriander,Garlic,Onion,Tomato,Fish_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Song_gao,Sugar,Water,Adzuki_bean,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chikhirtma,Lamb_and_mutton,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sour_cream_doughnut,Sour_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cock-a-leekie_soup,Leek,Stock_(food),Prune,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Barm_cake,Barm,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Frog_cake,Fruit_preserves,Sponge_cake,Fondant_icing,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cocada_amarela,Coconut,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Oliebol,Flour,Ribes,Milk,Yeast,Raisin,Baking_powder,Salt,Egg_(food),Sultana_(grape),Zest_(ingredient),Succade,?,?,?,?,?,?,?,?,?,Other_region
Lahoh,Flour,Water,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Beijinho,Coconut,Condensed_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nikuman,Pork,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ploye,Water,Buckwheat,Baking_powder,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Badrijani,Satsivi,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Goiabada,Guava,Sugar,Water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khinkali,Beef,Garlic,Onion,Potato,Pork,Lamb_and_mutton,Herb,Edible_mushroom,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hobnob_biscuit,Rolled_oats,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ghapama,Rice,Apricot,Raisin,Dried_fruit,Cornus_mas,Apple,Prune,Pumpkin,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chhena_jalebi,Sugar,Chhena,Cottage_cheese,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mekitsa,Flour,Yogurt,Egg_(food),Oil,Leavening_agent,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caldillo_de_congrio,Cream,Water,Carrot,Coriander,Garlic,Onion,Potato,Tomato,Fish,Black_pepper,?,?,?,?,?,?,?,?,?,?,Other_region
Maria-mole,Coconut,Gelatin,Sugar,Egg_white,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panipuri,Flour,Chickpea,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zhajiangmian,Fermented_bean_paste,Cumian,Ground_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cheesymite_scroll,Flour,Cheese,Vegemite,Water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Misua,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nanaimo_bar,Chocolate,Icing_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hallaca,Beef,Raisin,Pork,Chicken_(food),Cornmeal,Caper,Olive,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hard_sauce,Brandy,Butter,Sherry,Sugar,Vanilla,Whisky,Rum,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Strudel,Filo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ghormeh_sabzi,Scallion,Coriander,Spinach,Leek,Herb,Fenugreek,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Maple_taffy,Snow,Maple,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Meat_pie_(Australia_and_New_Zealand),Gravy,Ground_beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Potato_babka,Bacon,Onion,Potato,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Salmagundi,Fruit,Meat,Seafood,Spice,Vinegar,Edible_flower,Leaf_vegetable,Nut_(fruit),Oil,Vegetable,?,?,?,?,?,?,?,?,?,?,Other_region
Honey_dill,Mayonnaise,Honey,Dill,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Proja,Mineral_water,Baking_powder,Oil,Cornmeal,Mineral_water,Baking_powder,Oil,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Garlic_fingers,Cheese,Garlic_butter,Parsley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Marraqueta,Flour,Salt,Leavening_agent,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pie_and_peas,Mushy_peas,Meat_pie,Mint_sauce,Hot_water_crust_pastry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sai_ua,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tapai,Cassava,Rice,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Figgy_pudding,Ficus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Beguni,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lukanka,Veal,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khichdi,Rice,Spice,Lentil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pan_de_Pascua,Ginger,Honey,Raisin,Walnut,Almond,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dolma,Rice,Vitis,Stuffed_peppers,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
